RA,ANO,Fase,IDADE,IDADE,Gênero,Instituição de ensino,IAN,IDA,IEG,IAA,IPS,IPP,IPV,INDE,INDICADORES_MEDIA,IEG_IDA_RATIO,INDE_IDA_RATIO,DESALINHAMENTO_IAA_IDA,CATEGORIA_RISCO
RA-787,2022,0,8.0,,Menino,Escola Pública,10.0,3.4,9.5,8.5,7.5,7.555149797579633,7.25,7.396685633864757,7.67216425679709,2.7932960893854752,2.174856111104016,5.1,Alto Risco
RA-788,2022,0,8.0,,Menino,Rede Decisão,10.0,8.0,9.3,10.0,5.6,7.555149797579633,8.667,7.396685633864757,8.446021399654233,1.1623547056617924,0.9244701454649116,2.0,Alto Risco
RA-789,2022,0,7.0,,Menina,Escola Pública,10.0,4.2,9.4,9.0,7.5,7.555149797579633,7.417,7.396685633864757,7.867449971082805,2.2375624851225897,1.760696413678828,4.8,Alto Risco
RA-790,2022,0,11.0,,Menina,Escola Pública,5.0,7.8,8.9,9.0,7.5,7.555149797579633,7.417,7.396685633864757,7.596021399654234,1.1408793744391745,0.9481714695378486,1.2000000000000002,Muito Alto Risco
RA-791,2022,0,11.0,,Menina,Escola Pública,5.0,6.5,8.7,9.5,7.5,7.555149797579633,8.5,7.396685633864757,7.607878542511377,1.3382556529764649,1.1377765934263584,3.0,Muito Alto Risco
RA-792,2022,0,9.0,,Menina,Escola Pública,5.0,6.2,8.0,9.5,7.5,7.555149797579633,7.167,7.396685633864757,7.2745928282256624,1.2901144976616674,1.1928214213618378,3.3,Muito Alto Risco
RA-793,2022,0,10.0,,Menino,Escola Pública,5.0,6.0,7.6,9.5,7.5,7.555149797579633,7.333,7.396685633864757,7.212592828225661,1.2664555907348773,1.2325755097258384,3.5,Muito Alto Risco
RA-794,2022,0,8.0,,Menina,Escola Pública,10.0,4.1,8.9,9.5,7.5,7.555149797579633,7.333,7.396685633864757,7.84116425679709,2.1702023896610583,1.8036297570994286,5.4,Alto Risco
RA-795,2022,0,8.0,,Menina,Escola Pública,10.0,7.3,9.7,9.0,7.5,7.555149797579633,7.333,7.396685633864757,8.34116425679709,1.3285851253252978,1.0131058257587668,1.7000000000000002,Alto Risco
RA-796,2022,0,10.0,,Menina,Escola Pública,5.0,5.4,9.3,9.5,7.5,7.555149797579633,7.667,7.396685633864757,7.417449971082805,1.7219033512312534,1.3695029871995474,4.1,Muito Alto Risco
RA-797,2022,0,10.0,,Menino,Escola Pública,5.0,7.3,8.5,9.0,7.5,7.555149797579633,7.5,7.396685633864757,7.479307113939947,1.1642240788933023,1.0131058257587668,1.7000000000000002,Muito Alto Risco
RA-798,2022,0,10.0,,Menino,Escola Pública,5.0,6.3,8.3,8.0,7.5,7.555149797579633,7.667,7.396685633864757,7.188878542511376,1.317251229963498,1.1738907528749019,1.7000000000000002,Muito Alto Risco
RA-799,2022,0,10.0,,Menina,Escola Pública,5.0,7.8,9.6,8.0,7.5,7.555149797579633,7.917,7.396685633864757,7.624592828225661,1.2306114600692217,0.9481714695378486,0.20000000000000018,Muito Alto Risco
RA-800,2022,0,8.0,,Menino,Escola Pública,10.0,6.1,5.4,8.0,7.5,7.555149797579633,7.5,7.396685633864757,7.436449971082804,0.8851008031470251,1.2123726657703258,1.9000000000000004,Alto Risco
RA-801,2022,0,9.0,,Menino,Escola Pública,5.0,6.8,6.6,7.0,7.5,7.555149797579633,7.5,7.396685633864757,6.850735685368519,0.9704455227172474,1.0875879479289452,0.20000000000000018,Muito Alto Risco
RA-802,2022,0,9.0,,Menino,Escola Pública,5.0,8.3,9.0,9.0,7.5,7.555149797579633,8.333,7.396685633864757,7.812592828225661,1.084206722081677,0.8910595872623487,0.6999999999999993,Muito Alto Risco
RA-803,2022,0,10.0,,Menina,Escola Pública,5.0,6.3,7.2,10.0,7.5,7.555149797579633,7.417,7.396685633864757,7.281735685368519,1.1426757657514681,1.1738907528749019,3.7,Muito Alto Risco
RA-804,2022,0,10.0,,Menino,Escola Pública,5.0,4.8,8.4,10.0,6.3,7.555149797579633,7.667,7.396685633864757,7.103164256797091,1.7496354926057072,1.540655203887681,5.2,Muito Alto Risco
RA-805,2022,0,8.0,,Menino,Escola Pública,10.0,8.8,9.0,9.5,7.5,7.555149797579633,7.333,7.396685633864757,8.526878542511374,1.0226110669242132,0.8404369541943821,0.6999999999999993,Alto Risco
RA-806,2022,0,8.0,,Menino,Escola Pública,10.0,6.6,7.3,9.5,7.5,7.555149797579633,7.917,7.396685633864757,8.053164256797091,1.1058930465081047,1.1205401657119765,2.9000000000000004,Alto Risco
RA-807,2022,0,8.0,,Menino,Escola Pública,10.0,9.0,8.7,9.5,6.3,7.555149797579633,7.5,7.396685633864757,8.365021399654234,0.9665592711920897,0.8217626523569334,0.5,Alto Risco
RA-808,2022,0,8.0,,Menino,Escola Pública,10.0,9.3,9.1,10.0,6.3,7.555149797579633,8.0,7.396685633864757,8.607878542511376,0.9783894204924202,0.7952570297672031,0.6999999999999993,Alto Risco
RA-809,2022,0,7.0,,Menino,Escola Pública,10.0,6.3,6.6,10.0,6.3,7.555149797579633,7.417,7.396685633864757,7.738878542511375,1.0474527852721789,1.1738907528749019,3.7,Alto Risco
RA-810,2022,0,8.0,,Menino,Escola Pública,10.0,9.6,9.1,8.5,5.0,7.555149797579633,7.25,7.396685633864757,8.143592828225662,0.9478179356317051,0.7704078360446576,-1.0999999999999996,Alto Risco
RA-811,2022,0,9.0,,Menina,Escola Pública,5.0,7.3,5.7,8.9,5.6,7.555149797579633,7.667,7.396685633864757,6.817449971082804,0.7807149705519791,1.0131058257587668,1.6000000000000005,Muito Alto Risco
RA-812,2022,0,8.0,,Menino,Escola Pública,10.0,7.4,8.1,9.0,5.6,7.555149797579633,7.333,7.396685633864757,7.8554499710828045,1.0944466963923793,0.9994170563254636,1.5999999999999996,Alto Risco
RA-813,2022,0,8.0,,Menino,Escola Pública,10.0,6.0,6.5,9.5,6.9,7.555149797579633,7.417,7.396685633864757,7.696021399654233,1.0831528078653556,1.2325755097258384,3.5,Alto Risco
RA-814,2022,0,9.0,,Menino,Escola Pública,5.0,7.5,9.0,8.9,6.9,7.555149797579633,8.417,7.396685633864757,7.610307113939947,1.1998400213304892,0.9860932720790236,1.4000000000000004,Muito Alto Risco
RA-815,2022,0,9.0,,Menino,Escola Pública,5.0,6.5,7.9,10.0,5.6,7.555149797579633,7.0,7.396685633864757,7.079307113939947,1.2151976618981695,1.1377765934263584,3.5,Muito Alto Risco
RA-816,2022,0,9.0,,Menina,Escola Pública,5.0,9.6,9.3,10.0,7.5,7.555149797579633,9.417,7.396685633864757,8.338878542511376,0.9686490990521822,0.7704078360446576,0.40000000000000036,Muito Alto Risco
RA-817,2022,0,8.0,,Menina,Escola Pública,10.0,7.1,8.7,10.0,6.3,7.555149797579633,7.417,7.396685633864757,8.153164256797089,1.2251795521757498,1.041639999136003,2.9000000000000004,Alto Risco
RA-818,2022,0,7.0,,Menino,Escola Pública,10.0,6.2,7.3,9.5,7.5,7.555149797579633,7.5,7.396685633864757,7.936449971082804,1.1772294791162714,1.1928214213618378,3.3,Alto Risco
RA-819,2022,0,8.0,,Menino,Escola Pública,10.0,7.3,7.9,10.0,7.5,7.555149797579633,7.333,7.396685633864757,8.226878542511376,1.0820435556773045,1.0131058257587668,2.7,Alto Risco
RA-820,2022,0,9.0,,Menino,Escola Pública,5.0,6.0,10.0,9.5,6.9,7.555149797579633,7.583,7.396685633864757,7.505449971082804,1.6663889351774703,1.2325755097258384,3.5,Muito Alto Risco
RA-821,2022,0,10.0,,Menino,Escola Pública,5.0,4.6,7.0,9.0,7.5,7.555149797579633,6.917,7.396685633864757,6.796021399654234,1.5214083894805477,1.6076256539588691,4.4,Muito Alto Risco
RA-822,2022,0,10.0,,Menino,Escola Pública,5.0,6.1,8.4,8.0,7.5,7.555149797579633,7.083,7.396685633864757,7.09116425679709,1.376823471562039,1.2123726657703258,1.9000000000000004,Muito Alto Risco
RA-823,2022,0,10.0,,Menina,Escola Pública,5.0,2.8,6.0,10.0,7.5,7.555149797579633,7.167,7.396685633864757,6.574592828225662,2.1420921099607284,2.640730322693594,7.2,Muito Alto Risco
RA-824,2022,0,8.0,,Menino,Escola Pública,10.0,6.0,4.4,10.0,6.9,7.555149797579633,7.333,7.396685633864757,7.455449971082804,0.733211131478087,1.2325755097258384,4.0,Alto Risco
RA-825,2022,0,9.0,,Menina,Escola Pública,5.0,7.6,8.2,7.5,6.9,7.555149797579633,7.917,7.396685633864757,7.238878542511375,1.0788054203394288,0.9731200676048885,-0.09999999999999964,Muito Alto Risco
RA-826,2022,0,8.0,,Menino,Escola Pública,10.0,5.4,9.6,9.5,7.5,7.555149797579633,7.5,7.396685633864757,8.150735685368518,1.7774486206258098,1.3695029871995474,4.1,Alto Risco
RA-827,2022,0,10.0,,Menina,Escola Pública,5.0,7.6,7.0,9.5,7.5,7.555149797579633,8.667,7.396685633864757,7.546021399654234,0.9209314563873174,0.9731200676048885,1.9000000000000004,Muito Alto Risco
RA-828,2022,0,9.0,,Menina,Escola Pública,5.0,6.9,7.1,9.5,7.5,7.555149797579633,7.833,7.396685633864757,7.34116425679709,1.0288364005216635,1.0718280877937627,2.5999999999999996,Muito Alto Risco
RA-829,2022,0,8.0,,Menina,Escola Pública,10.0,7.8,8.6,9.0,7.5,7.555149797579633,7.5,7.396685633864757,8.279307113939947,1.1024227663120112,0.9481714695378486,1.2000000000000002,Alto Risco
RA-830,2022,0,9.0,,Menina,Escola Pública,5.0,6.0,8.6,10.0,7.5,7.555149797579633,7.5,7.396685633864757,7.450735685368519,1.4330944842526245,1.2325755097258384,4.0,Muito Alto Risco
RA-831,2022,0,9.0,,Menino,Escola Pública,5.0,7.2,9.2,9.5,7.5,7.555149797579633,7.167,7.396685633864757,7.588878542511376,1.2776003332870434,1.027174785983163,2.3,Muito Alto Risco
RA-832,2022,0,9.0,,Menino,Escola Pública,5.0,8.8,9.2,10.0,7.5,7.555149797579633,8.833,7.396685633864757,8.126878542511376,1.0453357573003066,0.8404369541943821,1.1999999999999993,Muito Alto Risco
RA-833,2022,0,9.0,,Menino,Escola Pública,5.0,7.8,9.5,10.0,7.5,7.555149797579633,7.583,7.396685633864757,7.8483071139399465,1.2177925906935008,0.9481714695378486,2.2,Muito Alto Risco
RA-834,2022,0,9.0,,Menino,Escola Pública,5.0,9.0,9.0,9.0,7.5,7.555149797579633,9.083,7.396685633864757,8.019735685368518,0.9998889012331964,0.8217626523569334,0.0,Muito Alto Risco
RA-835,2022,0,8.0,,Menino,Escola Pública,10.0,7.5,7.3,6.9,7.5,7.555149797579633,6.667,7.396685633864757,7.631735685368519,0.9732035728569524,0.9860932720790236,-0.5999999999999996,Alto Risco
RA-836,2022,0,9.0,,Menino,Escola Pública,5.0,9.2,8.3,8.5,7.5,7.555149797579633,7.583,7.396685633864757,7.6625928282256615,0.902075861319422,0.8039001884430776,-0.6999999999999993,Muito Alto Risco
RA-837,2022,0,8.0,,Menino,Escola Pública,10.0,8.8,9.0,8.5,7.5,7.555149797579633,7.5,7.396685633864757,8.407878542511375,1.0226110669242132,0.8404369541943821,-0.3000000000000007,Alto Risco
RA-838,2022,0,9.0,,Menino,Escola Pública,5.0,6.3,7.4,10.0,7.5,7.555149797579633,9.417,7.396685633864757,7.596021399654234,1.1744167592445645,1.1738907528749019,3.7,Muito Alto Risco
RA-839,2022,0,9.0,,Menina,Escola Pública,5.0,5.4,5.1,0.0,7.5,7.555149797579633,6.583,7.396685633864757,5.305449971082804,0.9442695797074614,1.3695029871995474,-5.4,Muito Alto Risco
RA-840,2022,0,8.0,,Menino,Escola Pública,10.0,7.8,8.2,9.0,7.5,7.555149797579633,7.5,7.396685633864757,8.22216425679709,1.051147288809127,0.9481714695378486,1.2000000000000002,Alto Risco
RA-841,2022,0,11.0,,Menino,Escola Pública,5.0,7.2,8.5,8.5,7.5,7.555149797579633,7.5,7.396685633864757,7.393592828225662,1.1803916122760727,1.027174785983163,1.2999999999999998,Muito Alto Risco
RA-842,2022,0,8.0,,Menina,Escola Pública,10.0,9.1,8.3,7.5,7.5,7.555149797579633,8.25,7.396685633864757,8.315021399654233,0.9119876936600375,0.8127332857779098,-1.5999999999999996,Alto Risco
RA-843,2022,0,8.0,,Menina,Escola Pública,10.0,9.2,9.0,8.5,7.5,7.555149797579633,8.417,7.396685633864757,8.596021399654234,0.9781545484186502,0.8039001884430776,-0.6999999999999993,Alto Risco
RA-844,2022,0,8.0,,Menino,Escola Pública,10.0,5.9,5.0,0.0,8.1,7.555149797579633,8.333,7.396685633864757,6.4125928282256615,0.847314014573801,1.2534630797940614,-5.9,Alto Risco
RA-845,2022,0,8.0,,Menina,Escola Pública,10.0,8.7,8.8,10.0,7.5,7.555149797579633,8.417,7.396685633864757,8.710307113939947,1.0113780025284453,0.8500960388305664,1.3000000000000007,Alto Risco
RA-846,2022,0,7.0,,Menina,Escola Pública,10.0,5.9,7.2,9.0,7.5,7.555149797579633,7.917,7.396685633864757,7.867449971082805,1.2201321809862733,1.2534630797940614,3.0999999999999996,Alto Risco
RA-847,2022,0,9.0,,Menino,Escola Pública,5.0,7.7,8.2,7.9,4.4,7.555149797579633,7.417,7.396685633864757,6.881735685368518,1.0647967796390077,0.9604837857245496,0.20000000000000018,Muito Alto Risco
RA-848,2022,0,9.0,,Menino,Escola Pública,5.0,9.0,7.0,9.5,7.5,7.555149797579633,7.833,7.396685633864757,7.626878542511376,0.7776913676258194,0.8217626523569334,0.5,Muito Alto Risco
RA-849,2022,0,9.0,,Menino,Escola Pública,5.0,9.1,8.3,8.5,7.5,7.555149797579633,7.417,7.396685633864757,7.624592828225661,0.9119876936600375,0.8127332857779098,-0.5999999999999996,Muito Alto Risco
RA-850,2022,0,8.0,,Menino,Escola Pública,10.0,8.5,7.3,10.0,7.5,7.555149797579633,7.167,7.396685633864757,8.288878542511375,0.8587225032349136,0.8700959456375436,1.5,Alto Risco
RA-851,2022,0,8.0,,Menino,Escola Pública,10.0,8.3,7.9,9.0,7.5,7.555149797579633,6.583,7.396685633864757,8.11973568536852,0.951692567160583,0.8910595872623487,0.6999999999999993,Alto Risco
RA-852,2022,0,7.0,,Menina,Escola Pública,10.0,2.1,6.8,9.0,5.0,7.555149797579633,5.5,7.396685633864757,6.565021399654233,3.236554021894336,3.520554799554858,6.9,Alto Risco
RA-853,2022,0,8.0,,Menina,Escola Pública,10.0,8.5,9.6,10.0,7.5,7.555149797579633,8.5,7.396685633864757,8.807878542511377,1.129278908363722,0.8700959456375436,1.5,Alto Risco
RA-854,2022,0,8.0,,Menina,Escola Pública,10.0,9.3,9.0,8.0,7.5,7.555149797579633,7.167,7.396685633864757,8.360307113939948,0.9676378883990968,0.7952570297672031,-1.3000000000000007,Alto Risco
RA-855,2022,0,9.0,,Menina,Escola Pública,5.0,9.7,9.6,10.0,7.5,7.555149797579633,9.0,7.396685633864757,8.336449971082804,0.98958870219565,0.7624663059338994,0.3000000000000007,Muito Alto Risco
RA-856,2022,0,7.0,,Menino,Escola Pública,10.0,8.4,9.1,10.0,7.5,7.555149797579633,8.0,7.396685633864757,8.650735685368518,1.083204380430901,0.880452997722266,1.5999999999999996,Alto Risco
RA-857,2022,0,9.0,,Menina,Escola Pública,5.0,9.5,8.9,8.5,7.5,7.555149797579633,9.083,7.396685633864757,8.005449971082804,0.9367435006841386,0.7785165386659043,-1.0,Muito Alto Risco
RA-858,2022,0,7.0,,Menino,Escola Pública,10.0,7.7,7.1,10.0,5.6,7.555149797579633,7.333,7.396685633864757,7.898307113939947,0.9219581872484092,0.9604837857245496,2.3,Alto Risco
RA-859,2022,0,7.0,,Menina,Escola Pública,10.0,8.9,8.7,8.5,7.5,7.555149797579633,8.25,7.396685633864757,8.486449971082804,0.9774182676103808,0.8309949032541014,-0.40000000000000036,Alto Risco
RA-860,2022,0,7.0,,Menino,Escola Pública,10.0,8.1,8.5,9.5,7.5,7.555149797579633,7.75,7.396685633864757,8.415021399654233,1.0492531786199235,0.9130583426570494,1.4000000000000004,Alto Risco
RA-861,2023,ALFA,,8,Feminino,Pública,10.0,9.6,10.0,9.5,8.13,8.4375,8.92,7.396685633864757,9.226785714285715,1.0415581710238517,0.7704078360446576,-0.09999999999999964,Alto Risco
RA-862,2023,ALFA,,9,Masculino,Pública,5.0,8.9,9.1,8.5,8.14,7.5,8.585,7.396685633864757,7.960714285714286,1.022357038534996,0.8309949032541014,-0.40000000000000036,Muito Alto Risco
RA-863,2023,ALFA,,7,Masculino,Pública,10.0,6.3,7.6,0.0,3.14,5.9375,6.26,7.396685633864757,5.605357142857143,1.2061577527376606,1.1738907528749019,-6.3,Alto Risco
RA-864,2023,ALFA,,1900-01-08 00:00:00,Feminino,Pública,10.0,6.3,7.6,0.0,8.14,7.5,8.5,7.396685633864757,6.862857142857143,1.2061577527376606,1.1738907528749019,-6.3,Alto Risco
RA-865,2023,ALFA,,8,Masculino,Pública,10.0,7.4,8.7,8.5,7.52,7.5,7.915,7.396685633864757,8.219285714285713,1.1755168220510739,0.9994170563254636,1.0999999999999996,Alto Risco
RA-866,2023,ALFA,,1900-01-07 00:00:00,Feminino,Pública,10.0,8.6,8.3,0.0,8.76,7.5,8.415,7.396685633864757,7.367857142857143,0.9650040692942683,0.8599797272252945,-8.6,Alto Risco
RA-867,2023,ALFA,,8,Masculino,Pública,10.0,8.9,8.6,9.0,8.76,7.5,8.415,7.396685633864757,8.739285714285714,0.966183574879227,0.8309949032541014,0.09999999999999964,Alto Risco
RA-868,2023,ALFA,,1900-01-07 00:00:00,Masculino,Pública,10.0,7.1,9.5,10.0,8.76,7.1875,8.67,7.396685633864757,8.745357142857143,1.3378397408815659,1.041639999136003,2.9000000000000004,Alto Risco
RA-869,2023,ALFA,,8,Feminino,Pública,10.0,9.6,10.0,9.0,8.76,8.125,8.75,7.396685633864757,9.176428571428572,1.0415581710238517,0.7704078360446576,-0.5999999999999996,Alto Risco
RA-870,2023,ALFA,,9,Feminino,Pública,5.0,1.5,8.5,0.0,8.76,5.0,5.165,7.396685633864757,4.846428571428571,5.662891405729514,4.927838530223023,-1.5,Muito Alto Risco
RA-871,2023,ALFA,,9,Masculino,Pública,5.0,6.9,9.5,9.0,3.76,4.375,6.84,7.396685633864757,6.482142857142857,1.3766120852050425,1.0718280877937627,2.0999999999999996,Muito Alto Risco
RA-872,2023,ALFA,,10,Feminino,Pública,5.0,4.3,6.7,0.0,2.52,6.25,8.5,7.396685633864757,4.752857142857143,1.5577772611020693,1.719759505664905,-4.3,Muito Alto Risco
RA-873,2023,ALFA,,1900-01-11 00:00:00,Feminino,Pública,5.0,7.0,9.7,8.5,7.52,6.25,8.67,7.396685633864757,7.5200000000000005,1.385516354806456,1.0565184450599567,1.5,Muito Alto Risco
RA-874,2023,ALFA,,9,Masculino,Pública,5.0,4.8,8.2,0.0,7.52,6.25,6.67,7.396685633864757,5.491428571428571,1.7079775046865235,1.540655203887681,-4.8,Muito Alto Risco
RA-875,2023,ALFA,,9,Masculino,Pública,5.0,7.3,9.5,9.5,7.52,7.5,9.845,7.396685633864757,8.023571428571428,1.301191617586632,1.0131058257587668,2.2,Muito Alto Risco
RA-876,2023,ALFA,,1900-01-08 00:00:00,Masculino,Pública,10.0,7.5,9.4,10.0,7.52,7.5,8.835,7.396685633864757,8.679285714285715,1.2531662445007332,0.9860932720790236,2.5,Alto Risco
RA-877,2023,ALFA,,9,Masculino,Pública,5.0,6.9,9.5,9.5,7.52,5.0,7.5,7.396685633864757,7.274285714285715,1.3766120852050425,1.0718280877937627,2.5999999999999996,Muito Alto Risco
RA-878,2023,ALFA,,10,Masculino,Pública,5.0,8.1,9.5,0.0,2.52,5.0,7.34,7.396685633864757,5.351428571428571,1.172694729045797,0.9130583426570494,-8.1,Muito Alto Risco
RA-879,2023,ALFA,,1900-01-09 00:00:00,Feminino,Pública,5.0,8.2,9.8,0.0,2.52,6.875,8.915,7.396685633864757,5.90142857142857,1.1949762224119012,0.9019248425636822,-8.2,Muito Alto Risco
RA-880,2023,ALFA,,7,Feminino,Pública,10.0,6.3,9.4,0.0,2.52,6.25,8.585,7.396685633864757,6.150714285714286,1.4918266941755278,1.1738907528749019,-6.3,Alto Risco
RA-881,2023,ALFA,,8,Masculino,Pública,10.0,7.3,8.9,10.0,7.52,5.0,6.25,7.396685633864757,7.852857142857142,1.2190110943706343,1.0131058257587668,2.7,Alto Risco
RA-882,2023,ALFA,,8,Feminino,Pública,10.0,4.7,8.6,9.0,2.52,3.75,4.16,7.396685633864757,6.104285714285715,1.829398000425441,1.5734281288799736,4.3,Alto Risco
RA-883,2023,ALFA,,1900-01-08 00:00:00,Feminino,Pública,10.0,8.4,9.7,9.5,6.89,6.25,8.17,7.396685633864757,8.415714285714285,1.154624449470301,0.880452997722266,1.0999999999999996,Alto Risco
RA-884,2023,ALFA,,1900-01-07 00:00:00,Feminino,Pública,10.0,8.8,9.7,9.0,4.39,6.875,8.66,7.396685633864757,8.203571428571427,1.1021474832405407,0.8404369541943821,0.1999999999999993,Alto Risco
RA-885,2023,ALFA,,7,Masculino,Pública,10.0,8.7,9.8,9.0,7.52,7.5,8.665,7.396685633864757,8.740714285714285,1.1263073209975867,0.8500960388305664,0.3000000000000007,Alto Risco
RA-886,2023,ALFA,,1900-01-07 00:00:00,Feminino,Pública,10.0,8.1,9.4,8.5,7.52,7.5,9.0,7.396685633864757,8.574285714285713,1.1603505740032096,0.9130583426570494,0.40000000000000036,Alto Risco
RA-887,2023,ALFA,,8,Masculino,Pública,10.0,8.4,8.9,8.9,7.52,7.5,9.09,7.396685633864757,8.615714285714287,1.0593976907511011,0.880452997722266,0.5,Alto Risco
RA-888,2023,ALFA,,1900-01-07 00:00:00,Masculino,Pública,10.0,8.8,10.0,9.0,7.52,7.5,8.83,7.396685633864757,8.807142857142855,1.1362345188046812,0.8404369541943821,0.1999999999999993,Alto Risco
RA-889,2023,ALFA,,1900-01-08 00:00:00,Masculino,Pública,10.0,9.1,9.5,8.5,6.89,7.5,9.0,7.396685633864757,8.641428571428571,1.0438413361169103,0.8127332857779098,-0.5999999999999996,Alto Risco
RA-890,2023,ALFA,,8,Masculino,Pública,10.0,8.3,9.1,0.0,2.52,6.25,8.16,7.396685633864757,6.332857142857143,1.09625346343814,0.8910595872623487,-8.3,Alto Risco
RA-891,2023,ALFA,,1900-01-09 00:00:00,Feminino,Pública,5.0,7.5,9.5,9.5,6.89,7.5,7.995,7.396685633864757,7.697857142857143,1.266497800293294,0.9860932720790236,2.0,Muito Alto Risco
RA-684,2023,ALFA,,8,Masculino,Privada,10.0,6.5,8.1,9.0,7.52,6.875,5.84,7.396685633864757,7.690714285714287,1.2459621596677433,1.1377765934263584,2.5,Alto Risco
RA-892,2023,ALFA,,8,Masculino,Pública,10.0,8.3,9.6,8.0,6.89,7.5,10.01,7.396685633864757,8.614285714285714,1.1564871702204553,0.8910595872623487,-0.3000000000000007,Alto Risco
RA-857,2023,ALFA,,9,Feminino,Pública,5.0,8.5,9.0,8.5,7.52,7.5,9.01,7.396685633864757,7.86142857142857,1.0586989765909893,0.8700959456375436,0.0,Muito Alto Risco
RA-893,2023,ALFA,,1900-01-09 00:00:00,Masculino,Pública,5.0,9.3,10.0,9.5,7.52,7.5,10.01,7.396685633864757,8.404285714285713,1.07515320933233,0.7952570297672031,0.1999999999999993,Muito Alto Risco
RA-894,2023,ALFA,,9,Feminino,Pública,5.0,9.4,9.9,9.5,7.52,7.5,10.01,7.396685633864757,8.404285714285713,1.0530794596319542,0.7867977485230037,0.09999999999999964,Muito Alto Risco
RA-690,2023,ALFA,,1900-01-10 00:00:00,Feminino,Pública,5.0,9.1,9.8,9.0,6.89,7.5,10.01,7.396685633864757,8.185714285714285,1.0768047467311286,0.8127332857779098,-0.09999999999999964,Muito Alto Risco
RA-895,2023,ALFA,,8,Feminino,Pública,10.0,6.8,9.5,9.5,7.52,6.875,9.5,7.396685633864757,8.527857142857142,1.3968534039111895,1.0875879479289452,2.7,Alto Risco
RA-896,2023,ALFA,,7,Masculino,Pública,10.0,8.5,10.0,9.5,6.89,7.5,10.01,7.396685633864757,8.914285714285715,1.1763321962122104,0.8700959456375436,1.0,Alto Risco
RA-693,2023,ALFA,,1900-01-08 00:00:00,Feminino,Pública,10.0,8.5,9.4,10.0,6.89,7.5,10.01,7.396685633864757,8.9,1.1057522644394777,0.8700959456375436,1.5,Alto Risco
RA-675,2023,ALFA,,1900-01-08 00:00:00,Masculino,Pública,10.0,8.3,8.0,10.0,7.52,6.875,8.34,7.396685633864757,8.433571428571428,0.9637393085170461,0.8910595872623487,1.6999999999999993,Alto Risco
RA-850,2023,ALFA,,9,Masculino,Pública,5.0,7.3,7.9,0.0,6.26,6.5625,6.265,7.396685633864757,5.6125,1.0820435556773045,1.0131058257587668,-7.3,Muito Alto Risco
RA-897,2023,ALFA,,1900-01-09 00:00:00,Masculino,Pública,5.0,6.5,8.1,0.0,7.52,6.5625,3.32,7.396685633864757,5.28607142857143,1.2459621596677433,1.1377765934263584,-6.5,Muito Alto Risco
RA-842,2023,ALFA,,9,Feminino,Pública,5.0,7.9,8.5,9.0,3.77,5.625,8.01,7.396685633864757,6.829285714285715,1.0758131882040247,0.9361708181071707,1.0999999999999996,Muito Alto Risco
RA-898,2023,ALFA,,1900-01-09 00:00:00,Masculino,Pública,5.0,9.4,9.8,9.0,3.77,8.125,10.01,7.396685633864757,7.872142857142857,1.0424422933730455,0.7867977485230037,-0.40000000000000036,Muito Alto Risco
RA-899,2023,ALFA,,8,Masculino,Pública,10.0,9.5,9.8,10.0,3.77,7.5,9.34,7.396685633864757,8.558571428571428,1.0314703715398381,0.7785165386659043,0.5,Alto Risco
RA-900,2023,ALFA,,8,Feminino,Pública,10.0,7.8,9.8,9.0,9.38,8.125,8.67,7.396685633864757,8.967857142857143,1.256249198820664,0.9481714695378486,1.2000000000000002,Alto Risco
RA-846,2023,ALFA,,8,Feminino,Pública,10.0,6.0,8.2,9.5,3.77,5.625,8.67,7.396685633864757,7.395000000000001,1.3664389268455255,1.2325755097258384,3.5,Alto Risco
RA-901,2023,ALFA,,10,Masculino,Pública,5.0,7.5,8.7,8.5,3.77,6.25,8.595,7.396685633864757,6.902142857142857,1.1598453539528062,0.9860932720790236,1.0,Muito Alto Risco
RA-743,2023,ALFA,,10,Feminino,Pública,5.0,7.1,9.1,0.0,3.77,7.5,9.01,7.396685633864757,5.925714285714285,1.281509646528658,1.041639999136003,-7.1,Muito Alto Risco
RA-681,2023,ALFA,,10,Masculino,Pública,5.0,8.3,7.8,0.0,3.77,5.625,8.18,7.396685633864757,5.5249999999999995,0.9396458258041199,0.8910595872623487,-8.3,Muito Alto Risco
RA-902,2023,ALFA,,12,Masculino,Pública,2.5,3.9,9.3,10.0,2.52,5.3125,6.5,7.396685633864757,5.718928571428571,2.384004101512433,1.8960998805087816,6.1,Muito Alto Risco
RA-903,2023,ALFA,,1900-01-08 00:00:00,Feminino,Pública,10.0,7.8,9.6,10.0,5.02,7.5,9.01,7.396685633864757,8.418571428571429,1.2306114600692217,0.9481714695378486,2.2,Alto Risco
RA-851,2023,ALFA,,1900-01-09 00:00:00,Masculino,Pública,5.0,6.6,7.5,8.4,2.52,5.625,6.01,7.396685633864757,5.950714285714285,1.1361914861384639,1.1205401657119765,1.8000000000000007,Muito Alto Risco
RA-847,2023,ALFA,,10,Masculino,Pública,5.0,7.6,9.1,7.9,2.52,5.0,5.84,7.396685633864757,6.137142857142858,1.1972108933035126,0.9731200676048885,0.3000000000000007,Muito Alto Risco
RA-904,2023,ALFA,,1900-01-07 00:00:00,Feminino,Pública,10.0,6.4,9.3,9.0,7.52,7.8125,7.836666667,7.396685633864757,8.267023809571429,1.4528979846898922,1.1555515753577186,2.5999999999999996,Alto Risco
